architecture,hidden_layers,dropout,parameters,best_epoch,training_time_seconds,validation_auc,validation_ap,eps_s_50,eps_b_at_eps_s_50,background_rejection_at_eps_s_50,threshold_at_eps_s_50,eps_s_70,eps_b_at_eps_s_70,background_rejection_at_eps_s_70,threshold_at_eps_s_70,eps_s_80,eps_b_at_eps_s_80,background_rejection_at_eps_s_80,threshold_at_eps_s_80,eps_s_90,eps_b_at_eps_s_90,background_rejection_at_eps_s_90,threshold_at_eps_s_90
baseline,128-64-32,0.15,13761,57,159.4394931793213,0.93882343655,0.9321717356171747,0.50001,0.02207,45.310376076121436,0.9008099436759949,0.7,0.05701,17.540782318891424,0.793309211730957,0.8,0.09511,10.514141520344864,0.6915373802185059,0.90001,0.17294,5.782352260899733,0.4847310483455658
