threshold,signal_yield,background_yield,signal_events,background_events,signal_efficiency,background_efficiency,signal_over_background,signal_over_sqrt_background,signal_neff,background_neff,asimov_z_bkg_syst_0pct,asimov_z_bkg_syst_1pct,asimov_z_bkg_syst_5pct,asimov_z_bkg_syst_10pct
0.00044611137327201606,212.60969999999992,197097608.33333322,184878,387733,1.0,0.9890012626101595,1.0787025869965531e-06,0.015144062645491169,184877.99999999988,387732.9999999993,0.01514405992442963,0.00026135488632702766,0.0,0.0
0.000454688260522494,212.60969999999992,196943074.99999988,184878,387429,1.0,0.9882258414212653,1.0795490016594899e-06,0.015150002949772767,184877.99999999988,387428.99999999924,0.015150000222534533,0.0,0.00018536476870485306,0.0001735690919431813
0.0004570102687641299,212.60969999999992,196897833.33333322,184878,387340,1.0,0.9879988266653063,1.0797970521090889e-06,0.015151743375262058,184877.99999999988,387339.99999999936,0.015151740649264472,0.0,0.0,0.00013546594735529242
0.00046865272890832157,212.60969999999992,196698566.66666657,184878,386948,1.0,0.986998941448048,1.0808909470107986e-06,0.015159416214903583,184877.99999999988,386947.99999999936,0.015159413483490012,0.0,0.0,0.00013325119902309328
0.00047205725442841764,212.60969999999992,196649766.66666657,184878,386852,1.0,0.9867540715989236,1.0811591775767851e-06,0.015161297055227396,184877.99999999988,386851.9999999994,0.015161294324944952,0.0,0.0002825973547130921,0.0002917756804944217
0.0004811537260667317,212.60969999999992,196499299.99999988,184878,386556,1.0,0.9859990562307898,1.0819870605137018e-06,0.015167100722936467,184877.99999999988,386555.99999999924,0.015167097987677054,0.0,0.00025426319931795354,0.0001258254417673198
0.0004891993378276155,212.60969999999992,196356966.66666657,184878,386276,1.0,0.9852848525041769,1.0827713607988445e-06,0.015172596817553482,184877.99999999988,386275.9999999994,0.015172594078873862,0.0002988012483099415,0.0,0.00022586535196487465
0.0004924979688870606,212.60969999999992,196300033.33333322,184878,386164,1.0,0.9849991710135315,1.0830853993741894e-06,0.01517479692896503,184877.99999999988,386163.9999999993,0.015174794189047542,0.00028928344732916556,0.00022723804496298117,0.00011215283639043021
0.0005044331389648847,212.60969999999992,196100766.66666657,184878,385772,1.0,0.9839992857962734,1.0841859703761147e-06,0.01518250486269886,184877.99999999988,385771.9999999994,0.015182502120357246,0.00025519226864555627,0.00018248069918073338,8.940420405092876e-05
0.0005065813074129702,212.60969999999992,196063149.99999988,184878,385698,1.0,0.9838105319542398,1.0843939822450065e-06,0.015183961250178298,184877.99999999988,385697.9999999993,0.015183958505427723,0.0,0.0,0.000108924841610421
