epoch,train_loss,val_loss,val_auc,val_ap
1,0.39296113948027295,0.3465329672050476,0.9252892763,0.9175775983108176
2,0.3475170210003853,0.33822825961112973,0.9289788711000001,0.9214914926177386
3,0.34251672339936096,0.33427717209815977,0.93079372155,0.9235276920925148
4,0.3385748863220215,0.33074037177085874,0.93208869445,0.9247884941639823
5,0.33608881446222466,0.32909251601219175,0.9328028206499999,0.9255721566199996
6,0.3339376586178939,0.32696392954826353,0.9335006176,0.926298737350385
7,0.33215138005713624,0.32607809188842773,0.9340375926,0.9267961683015308
8,0.3303427156060934,0.32379437005996703,0.9347743151000001,0.9276458419747238
9,0.32826002563039464,0.32317576254844665,0.93506411175,0.9278648125853259
10,0.3279363512992859,0.3213192606925964,0.9358767996499999,0.9290139597126874
11,0.327040799582998,0.32067610226631166,0.9360410058,0.929193031967766
12,0.3252128542711337,0.3199115194797516,0.93638985825,0.9294285569718642
13,0.32488500761489075,0.31948383722305296,0.93661975575,0.9296682611952077
14,0.32453418771425885,0.31862930082321167,0.93685613545,0.9299244107477059
15,0.3232317144672076,0.31837646691322324,0.9370155542499999,0.9301337157146399
16,0.3227716435988744,0.31781432640075685,0.9372544710499999,0.9304304902903122
17,0.3221647646278143,0.3180068622970581,0.93703127455,0.930066552295981
18,0.3214040162662665,0.31739614207267763,0.9374855163,0.9306696713780316
19,0.32070473209023476,0.3164662238025665,0.9376495980499999,0.930771955379407
20,0.3199400181571643,0.3168312088012695,0.9377043038499999,0.930919667679996
21,0.3198607961336772,0.31704199907302855,0.9375667463499999,0.9304747153807204
22,0.319321242471536,0.3154871055793762,0.93799676655,0.9309856351050296
23,0.3187887519598007,0.3156383074378967,0.9379360231499999,0.9310084833354436
24,0.31910539356370765,0.3158209972000122,0.9378542726,0.9308238147085423
25,0.31832655767599743,0.31609251042366027,0.9379955043499999,0.9311290863486086
26,0.31812264770269394,0.3152310402107239,0.9381541718499999,0.9312233135923309
27,0.3169831099609534,0.3149797966384888,0.9381834066500001,0.9313375753234814
28,0.3175258692353964,0.31482214487075805,0.93824985825,0.9313871833372364
29,0.3176046858231227,0.3147126838111877,0.9383496423500001,0.9315738466841591
30,0.3164579886943102,0.3146858168506622,0.93845827975,0.9318100716722253
31,0.3159604010482629,0.3157378642082214,0.93841650535,0.9314544996754942
32,0.31599511578679085,0.3139441722202301,0.9386467454,0.9319073238069869
33,0.316034955283006,0.31565164441108706,0.9383616611,0.9312099477600811
34,0.31640944816172123,0.31371249403953555,0.9386611099,0.9318167839300626
35,0.3148669035484393,0.3140146897792816,0.93851307065,0.9317492302396381
36,0.3150565729786952,0.31374942549705503,0.9387282134,0.9319454446659101
37,0.31540370484193164,0.31388774224281313,0.9386716256,0.9317722289685242
38,0.3146439604461193,0.31326003240585326,0.93883612325,0.9320781779673765
39,0.31457496372361976,0.3132079691886902,0.93884130635,0.9319589735004619
40,0.3140209863583247,0.3138203552913666,0.9388382299,0.9319781665527536
41,0.31337895182271797,0.31292345548629763,0.9388873900999999,0.9320026101033956
42,0.31383048991362256,0.31355485585212706,0.93880702185,0.931959232660898
43,0.3134282187869151,0.31399693117141725,0.93862527555,0.9317086129868773
44,0.31354585227866966,0.31337526869773863,0.9387876077999999,0.931871529727359
45,0.3135630016525586,0.31339047934532166,0.93872284725,0.9318603189422414
46,0.3126685731112957,0.3132974213409424,0.9387516197,0.93172443876316
