target_signal_efficiency,threshold,signal_efficiency,background_efficiency,signal_yield,background_yield,background_neff
0.5,0.9381018280982971,0.5,0.014784017140889444,341.284788,17537730.0,5796.000000000002
0.25,0.9763883352279663,0.2500027044862017,0.003468989529263223,170.64424,4115133.333333333,1360.0
0.1,0.9884694218635559,0.1000010817944807,0.0007779719164891786,68.25769600000001,922879.1666666665,304.9999999999999
0.01,0.9955694079399109,0.010001189973928754,3.8260913925697324e-05,6.8265080000000005,45387.50000000001,15.000000000000009
