epoch,train_loss,val_loss,val_auc,val_ap
1,0.44225685360531014,0.3629920599079132,0.9225647319000001,0.9148751567178679
2,0.3604510339597861,0.3455794154834747,0.92616688245,0.9183048718363992
3,0.3503027359644572,0.34053349813461303,0.92803924355,0.9201827572104082
4,0.3458631212512652,0.33741369958877565,0.9294091598499999,0.9216230807141637
5,0.3440238454689582,0.3352297390460968,0.9301230001500002,0.9225002560200944
6,0.3418294924000899,0.3333943492889404,0.9309182251499999,0.9231446894977663
7,0.33961860711375874,0.3314446637248993,0.9317863581,0.9241047371856421
8,0.3385278278340896,0.3294303810596466,0.9324821628,0.9249219603870649
9,0.33659994105498,0.3287027441883087,0.93292188675,0.9253470073430715
10,0.3355380855500698,0.3284577857875824,0.9331195139999999,0.925501940557012
11,0.3342439668873946,0.3271926512145996,0.93344873155,0.926039401444562
12,0.3326979571332534,0.32527985649108887,0.93432057375,0.9269807402558136
13,0.33181689245005447,0.32422904496192934,0.9346647639000001,0.927446511080757
14,0.3307316116988659,0.3232796591091156,0.9350203431499999,0.927699973342941
15,0.329873697211345,0.3226617894554138,0.9354508929500001,0.9281917696583702
16,0.3294745124876499,0.3217022063827515,0.93579830445,0.928558609007778
17,0.32795844475428265,0.3214749786758423,0.93584769955,0.9287227243539637
18,0.3270885081340869,0.32036756713867187,0.93616441915,0.9288272617119738
19,0.326844500998656,0.32012295484542846,0.9364057443500001,0.9293069404619247
20,0.32665834451715153,0.3205949165248871,0.9365727891500001,0.9293735161647592
21,0.3263338388254245,0.3200225521087646,0.93674069415,0.9296183508188329
22,0.3254723281910022,0.3192802694416046,0.9369831904000001,0.9298841511845143
23,0.32481284998357296,0.31862114703178407,0.9368561804,0.9298348374427922
24,0.3243738704671462,0.3193730328845978,0.9365879865,0.9290353833011905
25,0.32418819641073543,0.3191441805839539,0.9372400768,0.9302134806430643
26,0.3239615149796009,0.3182633849811554,0.9371449254499999,0.9301603111493045
27,0.32327354947725934,0.3174705841255188,0.93744009065,0.9303787578301747
28,0.32334117280940217,0.317779582529068,0.9371247965,0.9297095728048783
29,0.32242173453172046,0.31662145374298095,0.9376942459000001,0.930720808970014
30,0.32286808515588444,0.31631356618881223,0.9376540685000001,0.9306453165886571
31,0.3214034034560124,0.31603046100616455,0.93788014145,0.9310273915813408
32,0.3212594060848157,0.3160713522052765,0.9378999321000001,0.9309604328709236
33,0.32068403003116447,0.3154832290744781,0.9379853203,0.9310195101294516
34,0.3206822381665309,0.3171741597366333,0.9377210545500001,0.9307262860856909
35,0.32100785958270234,0.3158888940048218,0.9378958971500001,0.9309226931264831
36,0.3207529379675786,0.31596576875686644,0.93805576245,0.9310281523605882
37,0.32033645796279114,0.3146607450866699,0.9383835191000001,0.9314849035535078
38,0.3198806873212258,0.3149764423084259,0.9382085772000002,0.9311632768444926
39,0.31993871989349526,0.31453988305091857,0.9384385627,0.9315367970570615
40,0.32033829142649967,0.3149546090602875,0.9381900534,0.9311771186304858
41,0.3195670712739229,0.3153749970340729,0.9382699649999999,0.9312687127421888
42,0.3188132296005885,0.31609265699386596,0.93831969105,0.9312960007088343
43,0.31937622899810475,0.3144674821949005,0.93837646945,0.9314721737476523
44,0.31842454088230926,0.31519568112373353,0.93841511265,0.9314332677875811
45,0.3188631497323513,0.3147466017436981,0.93841190165,0.9314720164353777
