architecture,hidden_layers,dropout,parameters,best_epoch,training_time_seconds,validation_auc,validation_ap,eps_s_50,eps_b_at_eps_s_50,background_rejection_at_eps_s_50,threshold_at_eps_s_50,eps_s_70,eps_b_at_eps_s_70,background_rejection_at_eps_s_70,threshold_at_eps_s_70,eps_s_80,eps_b_at_eps_s_80,background_rejection_at_eps_s_80,threshold_at_eps_s_80,eps_s_90,eps_b_at_eps_s_90,background_rejection_at_eps_s_90,threshold_at_eps_s_90
very_deep,256-256-128-64-32,0.2,116417,38,119.47350597381592,0.93880352825,0.9320299588539337,0.50005,0.02253,44.38526409232135,0.9098736047744751,0.69995,0.05737,17.43071291615827,0.7995818853378296,0.80004,0.0954,10.482180293501049,0.6862464547157288,0.9,0.17186,5.818689631095077,0.4700080156326294
