epoch,train_loss,val_loss,val_auc,val_ap
1,0.460231722642978,0.3724688835334778,0.9250333875999999,0.9174079250645817
2,0.37053106911480427,0.34710371547698976,0.92891568965,0.9212176222680292
3,0.35257919567326707,0.3362840953922272,0.9307122208,0.9230675548676912
4,0.34660341156025726,0.3320592981624603,0.9321298982000001,0.9246037464923963
5,0.3411938492208719,0.3306008654499054,0.9328443282,0.925148480742877
6,0.33786243572831154,0.327259767036438,0.9337179420999999,0.9260661522838053
7,0.334410044675072,0.32450519333839417,0.9345794116,0.9271662042683996
8,0.3332036367307107,0.32570848567962646,0.9348744868000001,0.9272619912460701
9,0.33216627935568493,0.3222043400669098,0.9355496859,0.9281034366098728
10,0.3311007898300886,0.3211142078018189,0.9357722354500001,0.9282529846938096
11,0.32959725335240364,0.3221135020828247,0.9360400171,0.9284980275242385
12,0.3285571448504925,0.32128593890190127,0.93619650005,0.928933856950401
13,0.3272879272699356,0.31841007806777955,0.93687233765,0.9296477451531049
14,0.3262601376821597,0.3180245971775055,0.9370084754000001,0.9297478142730562
15,0.32615740845600766,0.31797944869041445,0.9373147326,0.9299666027016943
16,0.32490220045049983,0.31824056900024417,0.93728276545,0.9301598759301608
17,0.32475063639382523,0.3181621776485443,0.93732019955,0.9300149594647945
18,0.3238357678055763,0.3172254463291168,0.9374844956999999,0.9301459950933664
19,0.3238252488275369,0.31643003432273864,0.93787928715,0.9308686577301508
20,0.3226065660516421,0.3162085607433319,0.9378163381,0.9306347974230625
21,0.3223484152307113,0.315822822933197,0.9380633464,0.9309329682656354
22,0.3222624634703,0.31585272126197816,0.9379732035,0.9309249762148276
23,0.3224774257590373,0.31625435517311096,0.93778875,0.9305702653165836
24,0.32147310053308803,0.3159034135913849,0.93772359065,0.9307055982206504
25,0.3207053529719512,0.31472670647621154,0.93834605045,0.9312271828154977
26,0.31997764483094215,0.3152422938251495,0.9381348645,0.9309833990587328
27,0.3201970762262742,0.3164056770610809,0.9379085783000001,0.9308082189968065
28,0.31993251480162144,0.314339956035614,0.9383862021,0.9313371130099943
29,0.31915270164608955,0.31532885406494143,0.9382955395500001,0.9312750606897557
30,0.3194676525890827,0.3147262811088562,0.938433394,0.9313184555758957
31,0.3187437678376834,0.3146364790439606,0.9384519019,0.9312796004800133
32,0.3187357808152835,0.3139082755947113,0.9385043337500001,0.931347695357157
33,0.31852589920163155,0.31456063288688657,0.9384321949000001,0.9314077088273872
34,0.31801655143499374,0.3143114595413208,0.9386016542000001,0.9315750217376185
35,0.31694180704653263,0.31461246103286744,0.9384235928,0.9313105915058489
36,0.3184973361591498,0.3137606191921234,0.9386088821,0.9314833487453251
37,0.31775044836103916,0.31386075190544127,0.9386101578499999,0.9315204475670423
38,0.3171485587954521,0.31339504586219785,0.9388033657,0.9319349470988639
39,0.31662416954835254,0.3140340801620483,0.9387171975999999,0.9316441291242609
40,0.316156401609381,0.3143387716674805,0.93860782705,0.9315788206225203
41,0.31722622613112134,0.3134662684345245,0.93888012275,0.9319317187005103
42,0.3162873138984044,0.3135990633869171,0.938741776,0.9317002748343655
43,0.3165585783620675,0.31390287057876587,0.9387042013,0.931653188272782
44,0.31569662814339,0.31399924734115603,0.93888872575,0.9318622551770432
45,0.3156866164257129,0.3149420573711395,0.9387584451,0.9316027797548277
46,0.31544057341913384,0.3129479058742523,0.9388665646500001,0.931838719984146
