target_signal_efficiency,threshold,signal_efficiency,background_efficiency,signal_yield,background_yield,background_neff
0.5,0.9489498138427734,0.5,0.019699999999999995,36.92,1192178.3333333333,394.00000000000006
0.25,0.9816778302192688,0.25005,0.005499999999999997,18.463692,332841.66666666657,109.99999999999993
0.1,0.9912522435188293,0.1,0.0012499999999999996,7.384,75645.83333333333,24.999999999999996
0.01,0.9968915581703186,0.01,4.9999999999999996e-05,0.7384000000000001,3025.8333333333335,1.0
