architecture,hidden_layers,dropout,parameters,best_epoch,training_time_seconds,validation_auc,validation_ap,eps_s_50,eps_b_at_eps_s_50,background_rejection_at_eps_s_50,threshold_at_eps_s_50,eps_s_70,eps_b_at_eps_s_70,background_rejection_at_eps_s_70,threshold_at_eps_s_70,eps_s_80,eps_b_at_eps_s_80,background_rejection_at_eps_s_80,threshold_at_eps_s_80,eps_s_90,eps_b_at_eps_s_90,background_rejection_at_eps_s_90,threshold_at_eps_s_90
wide,256-128-64,0.15,48001,47,149.96740341186523,0.9392642060999999,0.9324898620639847,0.49997,0.02213,45.187528242205154,0.9045219421386719,0.69999,0.05716,17.49475157452764,0.7933711409568787,0.8,0.09434,10.5999576001696,0.6790174841880798,0.89999,0.17146,5.832264084917765,0.45963484048843384
